Feature,Gain,Window_Start
Beta_45d_AIG,0.006783,730
Variance_45d_AIG,0.000383,730
MA_45d_AIG,0.000040,730
MA_5d_AIG,0.175994,730
Volume_ALXN,0.000470,730
Log_Return_ALXN,0.000816,730
Beta_45d_ALXN,0.001626,730
Variance_45d_MA_ALXN,0.006601,730
MA_45d_ALXN,0.073929,730
Close_AMGN,0.011186,730
Volume_AMGN,0.002054,730
Log_Return_AMGN,0.002701,730
Variance_45d_AMGN,0.320132,730
Variance_45d_MA_AMGN,0.035075,730
Variance_5d_MA_AMGN,0.036663,730
Close_AMJ,0.024378,730
Volume_AMJ,0.001086,730
Log_Return_AMJ,0.000569,730
Beta_45d_AMJ,0.000326,730
Variance_45d_AMJ,0.077213,730
Variance_45d_MA_AMJ,0.051766,730
MA_45d_AMJ,0.000362,730
MA_5d_AMJ,0.000153,730
Close_AMLP,2.182416,730
Adj_Close_AMLP,0.954103,730
Variance_45d_MA_AMLP,0.221800,730
Variance_5d_MA_AMLP,4.293983,730
MA_5d_AMLP,0.002454,730
Close_AMZN,0.053884,730
Volume_AMZN,0.001029,730
Adj_Close_AMZN,0.008639,730
Log_Return_AMZN,0.000864,730
Beta_45d_AMZN,0.196611,730
Variance_45d_MA_AMZN,0.006376,730
MA_5d_AMZN,0.007380,730
Volume_ANDV,0.000165,730
Adj_Close_ANDV,0.019605,730
Log_Return_ANDV,0.000736,730
Variance_45d_ANDV,0.004799,730
MA_5d_ANDV,0.003787,730
Close_APC,0.006818,730
Volume_APC,0.000936,730
Log_Return_APC,0.001539,730
Beta_45d_APC,0.041299,730
MA_45d_APC,0.004414,730
MA_5d_APC,0.000244,730
Close_ATVI,0.000279,730
Volume_ATVI,0.001714,730
Log_Return_ATVI,0.000881,730
Variance_45d_MA_ATVI,0.008823,730
Variance_5d_MA_ATVI,0.183836,730
MA_45d_ATVI,0.001103,730
MA_5d_ATVI,0.000451,730
Close_AVGO,0.000750,730
Volume_AVGO,0.002154,730
Log_Return_AVGO,0.000872,730
Beta_45d_AVGO,0.016058,730
Variance_5d_MA_AVGO,0.000426,730
MA_45d_AVGO,0.066372,730
MA_5d_AVGO,0.001956,730
Volume_AXP,0.003664,730
Log_Return_AXP,0.001413,730
Beta_45d_AXP,0.003525,730
Variance_5d_MA_AXP,0.000322,730
MA_45d_AXP,0.000224,730
MA_5d_AXP,0.000077,730
Close_BAC,0.054912,730
Volume_BAC,0.001856,730
Log_Return_BAC,0.000868,730
Beta_45d_BAC,0.677088,730
Close_BA,0.000910,730
Volume_BA,0.001522,730
Log_Return_BA,0.010725,730
Beta_45d_BA,0.283987,730
Variance_45d_BA,0.002075,730
Variance_5d_MA_BA,0.045745,730
MA_45d_BA,0.049023,730
MA_5d_BA,0.000668,730
Volume_BDX,0.001358,730
Log_Return_BDX,0.008148,730
Beta_45d_BDX,0.007029,730
Variance_45d_BDX,0.119808,730
Variance_45d_MA_BDX,0.003370,730
MA_5d_BDX,0.015312,730
Volume_BHC,0.000237,730
Log_Return_BHC,0.000185,730
MA_45d_BHC,0.011970,730
MA_5d_BHC,0.006805,730
Log_Return_BIDU,0.000160,730
Variance_45d_BIDU,0.011290,730
Variance_5d_MA_BIDU,0.020766,730
MA_45d_BIDU,0.000208,730
MA_5d_BIDU,0.001364,730
Close_BIIB,0.001914,730
Volume_BIIB,0.005469,730
Beta_45d_BIIB,0.000360,730
Variance_45d_MA_BIIB,0.226023,730
MA_5d_BIIB,0.000343,730
Volume_BKNG,0.000465,730
Log_Return_BKNG,0.001090,730
SPY_Return_BKNG,0.001504,730
Beta_45d_BKNG,0.000209,730
Variance_45d_BKNG,0.001537,730
Variance_45d_MA_BKNG,0.000078,730
Variance_5d_MA_BKNG,0.000863,730
MA_45d_BKNG,0.000234,730
MA_5d_BKNG,0.002270,730
Close_BK,0.001221,730
Volume_BK,0.001569,730
Adj_Close_BK,0.002282,730
Log_Return_BK,0.000366,730
SPY_Return_BK,0.000263,730
Beta_45d_BK,0.050449,730
Variance_45d_MA_BK,0.095917,730
Variance_5d_MA_BK,0.000262,730
MA_45d_BK,0.003405,730
MA_5d_BK,0.000617,730
Close_BLK,0.000257,730
Volume_BLK,0.000779,730
Adj_Close_BLK,0.000026,730
Log_Return_BLK,0.000601,730
SPY_Return_BLK,0.000149,730
Beta_45d_BLK,0.018780,730
Variance_45d_BLK,0.000216,730
Variance_45d_MA_BLK,0.000055,730
Variance_5d_MA_BLK,0.000071,730
MA_45d_BLK,0.005112,730
MA_5d_BLK,0.002852,730
Volume_BMY,0.001782,730
Log_Return_BMY,0.000471,730
Beta_45d_BMY,0.088774,730
Variance_5d_MA_BMY,0.000545,730
MA_5d_BMY,0.002311,730
Volume_BND,0.003594,730
Log_Return_BND,0.037289,730
Beta_45d_BND,0.245646,730
Variance_45d_BND,0.006604,730
Volume_BP,0.001112,730
Log_Return_BP,0.015150,730
Variance_45d_BP,0.004001,730
Variance_5d_MA_BP,0.001098,730
MA_45d_BP,0.000207,730
MA_5d_BP,0.000161,730
Close_BRCM,0.007322,730
Volume_BRCM,0.000220,730
Log_Return_BRCM,0.000194,730
Beta_45d_BRCM,0.000193,730
Variance_45d_BRCM,0.009448,730
Variance_5d_MA_BRCM,0.079483,730
MA_45d_BRCM,0.000081,730
MA_5d_BRCM,0.091029,730
Volume_BRK.B,0.000281,730
Log_Return_BRK.B,0.000318,730
Beta_45d_BRK.B,0.387970,730
Variance_45d_BRK.B,0.131022,730
Variance_45d_MA_BRK.B,0.158122,730
MA_45d_BRK.B,0.544467,730
Volume_CAT,0.032607,730
Beta_45d_CAT,0.000862,730
MA_45d_CAT,0.001676,730
Log_Return_CB,0.000256,730
Beta_45d_CB,0.314833,730
Variance_45d_MA_CB,0.056737,730
Variance_5d_MA_CB,0.004018,730
MA_45d_CB,0.002374,730
Close_CELG,0.044131,730
Volume_CELG,0.000724,730
Log_Return_CELG,0.009958,730
Beta_45d_CELG,0.069633,730
Variance_45d_CELG,1.246439,730
Variance_5d_MA_CELG,12.635702,730
MA_5d_CELG,0.002215,730
Log_Return_CMCS.A,0.003059,730
Beta_45d_CMCS.A,0.002496,730
Variance_45d_CMCS.A,0.093725,730
Variance_45d_MA_CMCS.A,0.003030,730
Variance_5d_MA_CMCS.A,0.469011,730
MA_45d_CMCS.A,0.004048,730
Volume_CMG,0.000665,730
Beta_45d_CMG,0.005042,730
MA_45d_CMG,0.001122,730
MA_5d_CMG,0.000653,730
Close_COP,0.000342,730
Volume_COP,0.007459,730
Log_Return_COP,0.048407,730
Beta_45d_COP,0.008733,730
Variance_5d_MA_COP,0.012217,730
MA_45d_COP,0.015734,730
MA_5d_COP,0.661106,730
Close_COST,0.000505,730
Volume_COST,0.002665,730
Log_Return_COST,0.000335,730
Beta_45d_COST,0.250557,730
Variance_5d_MA_COST,0.419675,730
MA_45d_COST,0.000520,730
MA_5d_COST,0.001477,730
Close_CRM,0.125571,730
Adj_Close_CRM,0.035634,730
Log_Return_CRM,0.007104,730
Variance_45d_CRM,0.000403,730
MA_45d_CRM,0.001059,730
MA_5d_CRM,0.113200,730
Volume_CSCO,0.001014,730
Variance_45d_CSCO,0.000211,730
Variance_45d_MA_CSCO,0.001258,730
Variance_5d_MA_CSCO,0.003416,730
MA_45d_CSCO,0.000442,730
Volume_CVS,0.000663,730
Log_Return_CVS,0.000988,730
Beta_45d_CVS,0.053606,730
Variance_45d_CVS,0.000791,730
Variance_5d_MA_CVS,0.000684,730
MA_45d_CVS,0.000313,730
MA_5d_CVS,0.004231,730
Volume_CVX,0.000312,730
Beta_45d_CVX,0.112650,730
Variance_45d_MA_CVX,0.151699,730
MA_45d_CVX,0.001169,730
MA_5d_CVX,0.001871,730
Close_C,0.045661,730
Adj_Close_C,0.000647,730
Log_Return_C,0.002002,730
Beta_45d_C,0.118012,730
MA_45d_C,0.017098,730
Close_DAL,0.002574,730
Volume_DAL,0.000515,730
Log_Return_DAL,0.000785,730
Variance_45d_DAL,0.000876,730
MA_5d_DAL,0.006783,730
Volume_DD,0.002145,730
Log_Return_DD,0.000539,730
Variance_45d_DD,0.115438,730
MA_5d_DD,0.001182,730
Log_Return_DIA,0.007328,730
Beta_45d_DIA,0.030279,730
Variance_45d_DIA,0.337691,730
Variance_5d_MA_DIA,0.072205,730
MA_45d_DIA,0.001985,730
Volume_DIS,0.000748,730
Log_Return_DIS,0.000465,730
Variance_45d_DIS,0.000986,730
Variance_5d_MA_DIS,0.072739,730
MA_45d_DIS,0.006354,730
MA_5d_DIS,0.000610,730
Volume_DOW,0.002146,730
Log_Return_DOW,0.009946,730
MA_45d_DOW,0.001862,730
Volume_DUK,0.000381,730
Adj_Close_DUK,0.006562,730
Log_Return_DUK,0.000211,730
Beta_45d_DUK,0.000924,730
Variance_45d_DUK,0.584589,730
Variance_5d_MA_DUK,1.719130,730
MA_5d_DUK,0.000022,730
Close_DXJ,0.016862,730
Volume_DXJ,0.000157,730
Log_Return_DXJ,0.001239,730
Variance_45d_DXJ,1.930409,730
Variance_45d_MA_DXJ,0.119754,730
Variance_5d_MA_DXJ,0.060606,730
MA_45d_DXJ,0.000089,730
MA_5d_DXJ,0.001206,730
Close_EEM,0.013170,730
Volume_EEM,0.001172,730
Beta_45d_EEM,0.854766,730
Variance_45d_EEM,0.007797,730
Variance_45d_MA_EEM,0.000017,730
Variance_5d_MA_EEM,0.000152,730
MA_5d_EEM,0.000015,730
Volume_EFA,0.048525,730
Adj_Close_EFA,0.005968,730
Log_Return_EFA,0.001189,730
Beta_45d_EFA,0.000021,730
Variance_45d_EFA,0.001266,730
Variance_5d_MA_EFA,0.000005,730
MA_45d_EFA,0.000539,730
MA_5d_EFA,0.000972,730
Close_EOG,0.000141,730
Volume_EOG,0.003643,730
Adj_Close_EOG,0.000014,730
Log_Return_EOG,0.000766,730
SPY_Return_EOG,0.000014,730
Beta_45d_EOG,0.054921,730
Variance_45d_EOG,0.049406,730
Variance_5d_MA_EOG,0.009353,730
MA_45d_EOG,0.000332,730
MA_5d_EOG,0.002957,730
Close_EPD,0.003979,730
Volume_EPD,0.000975,730
Adj_Close_EPD,0.001090,730
Log_Return_EPD,0.000184,730
SPY_Return_EPD,0.005006,730
Beta_45d_EPD,0.000426,730
Variance_45d_EPD,1.432467,730
Variance_45d_MA_EPD,0.000096,730
Variance_5d_MA_EPD,1.811123,730
MA_45d_EPD,0.000009,730
MA_5d_EPD,0.000370,730
Close_ESRX,0.000156,730
Volume_ESRX,0.002078,730
Beta_45d_ESRX,0.005363,730
Variance_45d_ESRX,0.009980,730
Variance_45d_MA_ESRX,0.000245,730
MA_45d_ESRX,0.007926,730
MA_5d_ESRX,0.002501,730
Volume_EWG,0.000270,730
MA_45d_EWG,0.000644,730
MA_5d_EWG,0.002575,730
Volume_EWJ,0.021789,730
Log_Return_EWJ,0.006102,730
Variance_45d_EWJ,0.000722,730
Variance_45d_MA_EWJ,0.005044,730
MA_5d_EWJ,0.030245,730
Close_EWZ,0.001315,730
Volume_EWZ,0.000444,730
Log_Return_EWZ,0.000189,730
MA_5d_EWZ,0.000452,730
Volume_EXPE,0.000521,730
Log_Return_EXPE,0.001205,730
Variance_5d_MA_EXPE,0.011435,730
MA_45d_EXPE,0.000189,730
MA_5d_EXPE,0.000641,730
Volume_EZU,0.000431,730
Log_Return_EZU,0.075818,730
Beta_45d_EZU,0.005706,730
MA_5d_EZU,0.000138,730
Volume_FDX,0.002939,730
Log_Return_FDX,0.003196,730
Beta_45d_FDX,0.065246,730
Variance_45d_FDX,0.123865,730
MA_45d_FDX,0.000393,730
MA_5d_FDX,0.000237,730
Close_FXI,0.000576,730
Volume_FXI,0.014813,730
Adj_Close_FXI,0.000375,730
Log_Return_FXI,0.000710,730
Beta_45d_FXI,0.000811,730
Variance_45d_MA_FXI,0.000209,730
Variance_5d_MA_FXI,0.007169,730
MA_45d_FXI,0.024832,730
MA_5d_FXI,0.006918,730
Volume_F,0.000358,730
Log_Return_F,0.000922,730
Beta_45d_F,0.009007,730
Variance_45d_F,0.006341,730
MA_45d_F,0.131335,730
MA_5d_F,0.004383,730
Close_GDX,0.011119,730
Volume_GDX,0.001790,730
Log_Return_GDX,0.002545,730
Beta_45d_GDX,0.129569,730
Variance_45d_GDX,0.003564,730
MA_5d_GDX,0.000199,730
Volume_GE,0.014175,730
Log_Return_GE,0.001171,730
Beta_45d_GE,0.000419,730
Variance_45d_MA_GE,0.004027,730
MA_45d_GE,0.000925,730
MA_5d_GE,0.000137,730
Close_GILD,0.000437,730
Volume_GILD,0.050168,730
Adj_Close_GILD,0.004446,730
Log_Return_GILD,0.000222,730
Variance_45d_GILD,0.061168,730
MA_45d_GILD,0.106130,730
Close_GLD,0.017674,730
Volume_GLD,0.001514,730
Log_Return_GLD,0.002834,730
Volume_GOOG.L,0.000288,730
Log_Return_GOOG.L,0.006475,730
Beta_45d_GOOG.L,0.004788,730
Variance_45d_GOOG.L,0.000071,730
MA_5d_GOOG.L,0.000267,730
Close_GS,0.068487,730
Volume_GS,0.000008,730
Log_Return_GS,0.001170,730
Close_HAL,0.000952,730
Volume_HAL,0.000244,730
Log_Return_HAL,0.008254,730
Beta_45d_HAL,0.106467,730
Variance_5d_MA_HAL,0.017284,730
MA_45d_HAL,0.000216,730
MA_5d_HAL,0.000501,730
Volume_HD,0.000562,730
Log_Return_HD,0.001159,730
Variance_45d_HD,0.026295,730
Variance_45d_MA_HD,0.136159,730
Variance_5d_MA_HD,0.035725,730
MA_5d_HD,0.000481,730
Log_Return_HEDJ,0.000118,730
Beta_45d_HEDJ,0.003809,730
Variance_5d_MA_HEDJ,0.001680,730
MA_5d_HEDJ,0.010696,730
Log_Return_HON,0.007946,730
MA_45d_HON,0.013161,730
MA_5d_HON,0.002279,730
Volume_HYG,0.001910,730
Log_Return_HYG,0.005636,730
Beta_45d_HYG,0.044684,730
Variance_45d_HYG,0.067432,730
Variance_5d_MA_HYG,0.045531,730
MA_45d_HYG,0.052769,730
Volume_IBB,0.000703,730
Log_Return_IBB,0.008425,730
Beta_45d_IBB,0.000324,730
Variance_45d_IBB,0.502656,730
Variance_45d_MA_IBB,0.174116,730
Variance_5d_MA_IBB,1.751874,730
Close_IBM,0.000556,730
Volume_IBM,0.000433,730
Log_Return_IBM,0.001578,730
Beta_45d_IBM,0.007703,730
Variance_5d_MA_IBM,0.000145,730
MA_45d_IBM,0.002385,730
MA_5d_IBM,0.000801,730
Volume_ICE,0.001073,730
Log_Return_ICE,0.000012,730
Beta_45d_ICE,0.017952,730
Variance_5d_MA_ICE,0.000066,730
MA_45d_ICE,0.000218,730
MA_5d_ICE,0.000244,730
Close_IEF,0.137120,730
Volume_IEF,0.002422,730
Adj_Close_IEF,0.000395,730
Log_Return_IEF,0.001108,730
SPY_Return_IEF,0.000165,730
Beta_45d_IEF,0.000289,730
Variance_45d_IEF,0.027082,730
Variance_45d_MA_IEF,0.018694,730
Variance_5d_MA_IEF,0.000137,730
MA_45d_IEF,0.010692,730
MA_5d_IEF,0.000084,730
Close_IJH,0.023029,730
Volume_IJH,0.000577,730
Log_Return_IJH,0.002522,730
SPY_Return_IJH,0.001284,730
Beta_45d_IJH,0.000923,730
Variance_45d_IJH,0.112535,730
Variance_5d_MA_IJH,0.000036,730
MA_45d_IJH,0.000294,730
Close_ILMN,0.039318,730
Volume_ILMN,0.000380,730
Log_Return_ILMN,0.006723,730
Beta_45d_ILMN,0.095525,730
Variance_5d_MA_ILMN,0.007422,730
MA_5d_ILMN,0.001054,730
Close_INTC,0.000055,730
Log_Return_INTC,0.000031,730
Beta_45d_INTC,0.000778,730
Variance_45d_INTC,0.054849,730
MA_45d_INTC,0.023505,730
MA_5d_INTC,0.000999,730
Close_IVV,0.000707,730
Volume_IVV,0.002962,730
Beta_45d_IVV,0.001274,730
Variance_45d_IVV,0.000334,730
Variance_5d_MA_IVV,0.000919,730
MA_5d_IVV,0.139784,730
Volume_IWB,0.000675,730
Beta_45d_IWB,0.000270,730
Variance_45d_IWB,0.002045,730
Volume_IWD,0.001534,730
Log_Return_IWD,0.023056,730
Beta_45d_IWD,0.044017,730
Variance_45d_IWD,0.217253,730
Close_IWF,0.094362,730
Volume_IWF,0.000571,730
Log_Return_IWF,0.024823,730
Variance_45d_IWF,0.003448,730
MA_45d_IWF,0.003238,730
Volume_IWM,0.000547,730
Log_Return_IWM,0.000119,730
Variance_45d_IWM,0.009724,730
Volume_IWN,0.004276,730
Log_Return_IWN,0.000233,730
Close_IWR,0.025379,730
Volume_IWR,0.000942,730
Log_Return_IWR,0.010668,730
Beta_45d_IWR,0.006403,730
Variance_5d_MA_IWR,0.003653,730
MA_5d_IWR,0.000696,730
Close_IYR,0.622186,730
Volume_IYR,0.000516,730
Beta_45d_IYR,0.000098,730
Variance_5d_MA_IYR,0.001052,730
MA_45d_IYR,0.000568,730
MA_5d_IYR,0.095006,730
Close_JNJ,14.472551,730
Volume_JNJ,0.000084,730
Log_Return_JNJ,0.019160,730
Beta_45d_JNJ,0.000256,730
Variance_45d_JNJ,0.006183,730
MA_45d_JNJ,0.004410,730
MA_5d_JNJ,0.005029,730
Close_JPM,0.002557,730
Volume_JPM,0.007588,730
Log_Return_JPM,0.001176,730
Beta_45d_JPM,0.011476,730
Variance_5d_MA_JPM,0.004927,730
MA_45d_JPM,0.027516,730
MA_5d_JPM,0.000311,730
Volume_KMB,0.000423,730
Log_Return_KMB,0.000849,730
Beta_45d_KMB,0.278231,730
Variance_45d_KMB,0.087923,730
Variance_5d_MA_KMB,0.021173,730
MA_5d_KMB,0.047858,730
Volume_KO,0.000292,730
Log_Return_KO,0.000793,730
Beta_45d_KO,0.043829,730
Variance_45d_KO,0.246726,730
Variance_5d_MA_KO,0.163538,730
MA_5d_KO,0.047252,730
Close_KR,0.002210,730
Volume_KR,0.001405,730
Log_Return_KR,0.002101,730
Variance_45d_KR,0.008334,730
Variance_45d_MA_KR,0.001101,730
Variance_5d_MA_KR,0.012884,730
MA_45d_KR,0.000406,730
MA_5d_KR,0.042393,730
Volume_LBTY.A,0.000223,730
Log_Return_LBTY.A,0.001566,730
Beta_45d_LBTY.A,0.000244,730
Variance_45d_LBTY.A,0.000607,730
Variance_5d_MA_LBTY.A,0.000258,730
MA_45d_LBTY.A,0.008442,730
Log_Return_LBTY.K,0.001068,730
Beta_45d_LBTY.K,0.002604,730
Variance_45d_LBTY.K,0.015052,730
Variance_45d_MA_LBTY.K,0.918466,730
MA_45d_LBTY.K,0.323099,730
MA_5d_LBTY.K,0.002632,730
Log_Return_LLY,0.000320,730
Variance_45d_MA_LLY,0.000741,730
Variance_5d_MA_LLY,0.008446,730
MA_5d_LLY,0.001902,730
Volume_LMT,0.001248,730
Log_Return_LMT,0.001014,730
Beta_45d_LMT,0.204934,730
Variance_45d_LMT,0.109241,730
Variance_45d_MA_LMT,0.021004,730
Variance_5d_MA_LMT,0.121282,730
MA_45d_LMT,0.003136,730
MA_5d_LMT,0.024849,730
Log_Return_LOW,0.000369,730
Beta_45d_LOW,0.015603,730
Variance_45d_LOW,0.016483,730
Variance_45d_MA_LOW,0.046085,730
Variance_5d_MA_LOW,0.000226,730
MA_45d_LOW,0.260946,730
Log_Return_MA,0.000887,730
Beta_45d_MA,0.075849,730
MA_45d_MA,0.002722,730
MA_5d_MA,0.001239,730
Close_MCD,0.000285,730
Volume_MCD,0.000446,730
Log_Return_MCD,0.000389,730
Beta_45d_MCD,0.003428,730
MA_5d_MCD,0.000163,730
Volume_MCK,0.000806,730
Log_Return_MCK,0.002062,730
Beta_45d_MCK,0.000906,730
MA_5d_MCK,0.002677,730
Close_MDLZ,0.006746,730
Log_Return_MDLZ,0.000856,730
Beta_45d_MDLZ,0.003763,730
Variance_5d_MA_MDLZ,0.027818,730
MA_45d_MDLZ,0.023049,730
Volume_MDT,0.001158,730
Log_Return_MDT,0.001738,730
Beta_45d_MDT,0.046595,730
Variance_45d_MDT,0.015911,730
Variance_45d_MA_MDT,1.036739,730
Variance_5d_MA_MDT,0.216810,730
MA_45d_MDT,0.001454,730
MA_5d_MDT,0.045316,730
Volume_MDY,0.000320,730
Log_Return_MDY,0.000022,730
SPY_Return_MDY,0.001096,730
Beta_45d_MDY,0.299804,730
Variance_45d_MDY,0.204112,730
Variance_45d_MA_MDY,0.000167,730
Variance_5d_MA_MDY,0.000847,730
MA_45d_MDY,0.018712,730
MA_5d_MDY,0.001595,730
Close_MET,0.000122,730
Volume_MET,0.000817,730
Log_Return_MET,0.020298,730
SPY_Return_MET,0.000010,730
Beta_45d_MET,0.000204,730
Variance_45d_MET,0.060082,730
Variance_45d_MA_MET,0.000722,730
Variance_5d_MA_MET,0.000057,730
MA_5d_MET,0.024965,730
Close_MMM,0.008690,730
Volume_MMM,0.000288,730
Log_Return_MMM,0.011483,730
Beta_45d_MMM,0.001477,730
Variance_45d_MMM,0.022226,730
Variance_45d_MA_MMM,0.052535,730
Variance_5d_MA_MMM,0.178060,730
MA_45d_MMM,0.001835,730
MA_5d_MMM,0.001141,730
Close_MON,0.000163,730
Volume_MON,0.002082,730
Log_Return_MON,0.000092,730
Beta_45d_MON,0.014421,730
Variance_45d_MON,0.050743,730
Variance_45d_MA_MON,0.000697,730
MA_45d_MON,0.681020,730
MA_5d_MON,0.001727,730
Volume_MO,0.000683,730
Log_Return_MO,0.001246,730
Beta_45d_MO,1.097798,730
Variance_45d_MO,0.066913,730
Variance_5d_MA_MO,0.000300,730
MA_45d_MO,0.269411,730
MA_5d_MO,0.000077,730
Volume_MRK,0.001131,730
Log_Return_MRK,0.000826,730
Beta_45d_MRK,0.026928,730
Variance_45d_MRK,0.059862,730
MA_45d_MRK,0.001331,730
MA_5d_MRK,0.002717,730
Close_MSFT,0.021613,730
Volume_MSFT,0.000787,730
Log_Return_MSFT,0.000793,730
Beta_45d_MSFT,0.000185,730
Variance_45d_MSFT,0.192251,730
MA_5d_MSFT,0.001384,730
Volume_MS,0.010255,730
Log_Return_MS,0.001220,730
MA_45d_MS,0.220667,730
MA_5d_MS,0.018311,730
Volume_MU,0.000420,730
Log_Return_MU,0.000463,730
Beta_45d_MU,0.002135,730
Variance_45d_MU,0.002117,730
Variance_5d_MA_MU,0.005284,730
MA_5d_MU,0.000221,730
Close_NFLX,0.029258,730
Volume_NFLX,0.000677,730
Log_Return_NFLX,0.000797,730
Beta_45d_NFLX,0.000078,730
Variance_45d_MA_NFLX,0.005900,730
Variance_5d_MA_NFLX,0.001929,730
Close_NKE,7.521742,730
Log_Return_NKE,0.000960,730
Variance_45d_NKE,0.056543,730
Variance_5d_MA_NKE,0.000581,730
MA_5d_NKE,0.000884,730
Volume_NXPI,0.000226,730
Beta_45d_NXPI,0.075634,730
Variance_45d_MA_NXPI,0.096490,730
Variance_5d_MA_NXPI,0.000757,730
MA_5d_NXPI,0.000953,730
Log_Return_ORCL,0.002269,730
Beta_45d_ORCL,0.000175,730
Variance_45d_ORCL,0.017530,730
Variance_45d_MA_ORCL,0.267043,730
MA_45d_ORCL,0.000732,730
MA_5d_ORCL,0.000591,730
Close_OXY,0.277817,730
Volume_OXY,0.001806,730
Log_Return_OXY,0.000203,730
Beta_45d_OXY,0.057521,730
Variance_5d_MA_OXY,0.001705,730
MA_45d_OXY,0.847049,730
Close_PEP,0.380982,730
Volume_PEP,0.001329,730
Log_Return_PEP,0.000765,730
Variance_45d_PEP,0.002756,730
Variance_45d_MA_PEP,0.000364,730
MA_5d_PEP,0.007589,730
Log_Return_PFE,0.002210,730
Beta_45d_PFE,0.000090,730
Variance_5d_MA_PFE,0.005322,730
MA_45d_PFE,0.018989,730
Volume_PG,0.001350,730
Log_Return_PG,0.001815,730
Variance_45d_PG,0.375978,730
Variance_45d_MA_PG,0.043901,730
Variance_5d_MA_PG,0.010358,730
MA_45d_PG,0.017821,730
MA_5d_PG,0.001081,730
Close_PM,0.001553,730
Volume_PM,0.000897,730
Log_Return_PM,0.001422,730
Beta_45d_PM,0.003898,730
Variance_45d_PM,0.367079,730
Variance_45d_MA_PM,0.004687,730
Variance_5d_MA_PM,0.382601,730
MA_5d_PM,0.000222,730
Volume_PXD,0.000840,730
Log_Return_PXD,0.000637,730
Variance_45d_PXD,0.012687,730
Variance_5d_MA_PXD,0.012026,730
MA_5d_PXD,0.000030,730
Volume_QCOM,0.000807,730
Log_Return_QCOM,0.005269,730
Beta_45d_QCOM,0.069090,730
Variance_45d_QCOM,0.005327,730
Variance_5d_MA_QCOM,0.002404,730
MA_45d_QCOM,0.000274,730
MA_5d_QCOM,0.010471,730
Beta_45d_QQQ,0.090813,730
Volume_REGN,0.005388,730
Log_Return_REGN,0.000221,730
Beta_45d_REGN,0.009414,730
Variance_45d_REGN,0.005332,730
MA_45d_REGN,0.004212,730
MA_5d_REGN,0.022968,730
Close_SBUX,0.288617,730
Volume_SBUX,0.000974,730
Adj_Close_SBUX,0.009271,730
Log_Return_SBUX,0.000408,730
Beta_45d_SBUX,0.764380,730
MA_5d_SBUX,0.017074,730
Volume_SCHW,0.000831,730
Log_Return_SCHW,0.001815,730
Beta_45d_SCHW,0.028797,730
Variance_45d_SCHW,0.003929,730
Variance_45d_MA_SCHW,0.191369,730
MA_45d_SCHW,0.000165,730
Close_SHY,0.001308,730
Volume_SHY,0.000367,730
Log_Return_SHY,0.001466,730
Beta_45d_SHY,0.002487,730
Variance_45d_MA_SHY,0.024542,730
Variance_5d_MA_SHY,0.025041,730
MA_45d_SHY,0.000531,730
MA_5d_SHY,0.065134,730
Volume_SIG,0.012133,730
Log_Return_SIG,0.000073,730
Variance_45d_SIG,0.004621,730
MA_45d_SIG,0.001205,730
MA_5d_SIG,0.010936,730
Volume_SLB,0.002651,730
Adj_Close_SLB,0.000036,730
Log_Return_SLB,0.003136,730
SPY_Return_SLB,0.000074,730
Beta_45d_SLB,0.029241,730
Variance_45d_MA_SLB,0.011145,730
MA_45d_SLB,0.000188,730
MA_5d_SLB,0.000682,730
Close_SO,0.000106,730
Adj_Close_SO,0.010431,730
Log_Return_SO,0.002036,730
SPY_Return_SO,0.000025,730
Beta_45d_SO,0.000193,730
Variance_45d_SO,0.006965,730
Variance_45d_MA_SO,0.129052,730
Variance_5d_MA_SO,0.000088,730
MA_45d_SO,0.001797,730
MA_5d_SO,0.005972,730
Close_SPG,0.000107,730
Volume_SPG,0.000463,730
Adj_Close_SPG,0.000178,730
Log_Return_SPG,0.007408,730
Beta_45d_SPG,0.000933,730
Variance_45d_MA_SPG,0.000016,730
Variance_5d_MA_SPG,0.008511,730
MA_5d_SPG,0.002542,730
Volume_SPXU,0.000067,730
Beta_45d_SPXU,0.023524,730
Variance_45d_SPXU,0.221202,730
MA_5d_SPXU,0.000202,730
Volume_SPY,0.006225,730
Volume_SSO,0.000774,730
Beta_45d_SSO,0.002349,730
Variance_45d_SSO,0.004882,730
Close_SWKS,0.002443,730
Volume_SWKS,0.000505,730
Log_Return_SWKS,0.000097,730
Beta_45d_SWKS,0.043213,730
Variance_45d_MA_SWKS,0.641134,730
Variance_5d_MA_SWKS,1.079812,730
MA_5d_SWKS,0.001434,730
Volume_TFCF.A,0.001709,730
Log_Return_TFCF.A,0.006730,730
Variance_45d_MA_TFCF.A,0.000691,730
Variance_5d_MA_TFCF.A,0.267179,730
MA_45d_TFCF.A,0.000496,730
MA_5d_TFCF.A,0.004291,730
Log_Return_TGT,0.000886,730
Variance_45d_TGT,0.001892,730
Variance_5d_MA_TGT,0.000609,730
MA_5d_TGT,0.000776,730
Close_TLT,0.001404,730
Volume_TLT,0.000540,730
Log_Return_TLT,0.000385,730
Variance_45d_TLT,0.002812,730
Variance_45d_MA_TLT,0.001028,730
MA_45d_TLT,0.003220,730
MA_5d_TLT,0.000544,730
Volume_TNA,0.002609,730
Beta_45d_TNA,0.015882,730
